wavelength,energy,fit,1st der,2nd der
1100.0,1.12727,0.9949023839172396,0.0003379529806536979,-6.97981019384621e-05
1105.0,1.12217,0.9950848032150069,0.00022449414373546276,-7.733795690884358e-05
1110.0,1.11712,0.9951847294253837,9.210632821934949e-05,-8.452163907579592e-05
1115.0,1.11211,0.9952525820126953,-3.086378851372166e-05,-9.504173193481752e-05
1120.0,1.10714,0.9952483117939543,-0.00016486127628915787,-0.00010639436888822151
1125.0,1.10222,0.9951059415048599,-0.000275742955554964,-0.0001143939229676252
1130.0,1.09735,0.9948478076052201,-0.00038642589774637564,-0.00012110018038158371
1135.0,1.09251,0.9943864988185213,-0.000529455213677059,-0.00012043647511504531
1140.0,1.08772,0.9938011878381955,-0.0006718654556918382,-0.0001179110819219645
1145.0,1.08297,0.9931371134198123,-0.0008192271556728367,-0.0001167671471748855
1150.0,1.07826,0.9923697272974136,-0.0009222812176868135,-0.00011562720599317714
1155.0,1.07359,0.9915138621127285,-0.0010035583974262407,-0.00011604261200693218
1160.0,1.06897,0.990520065507778,-0.0010821771970996462,-0.0001147520803033695
1165.0,1.06438,0.9894031142841869,-0.0011553979574279358,-0.00011283060479255053
1170.0,1.05983,0.9881308047771302,-0.0012509802108403314,-0.0001078114043672049
1175.0,1.05532,0.9866730275216019,-0.0013752114476195199,-9.705203457346852e-05
1180.0,1.05085,0.9850931724858993,-0.0014773287337601897,-8.46591698709398e-05
1185.0,1.04641,0.9834921477793688,-0.0015440110491684476,-7.777186244300056e-05
1190.0,1.04202,0.9818881708151507,-0.0016321369506537798,-7.754369398990776e-05
1195.0,1.03766,0.9802857330040738,-0.0016948428610108683,-8.425201758801909e-05
1200.0,1.03333,0.9785638478033125,-0.0017687777267720332,-8.95482507866768e-05
1205.0,1.02905,0.9766579956535594,-0.001855546768649996,-8.879650354770173e-05
1210.0,1.02479,0.9748252358660148,-0.0019477858250511629,-9.995999434022376e-05
1215.0,1.02058,0.972865312716728,-0.0020800694476839415,-0.000108821246505177
1220.0,1.01639,0.9707134764883698,-0.002232607501237533,-0.00011058729326383427
1225.0,1.01224,0.9684025993968196,-0.0024035580980438665,-0.00010735830538080896
1230.0,1.00813,0.9660190370769773,-0.0025246444329803863,-0.00010537568118178632
1235.0,1.00405,0.9635170511361602,-0.002632609417789261,-0.00010180383547145257
1240.0,1.0,0.960915789455136,-0.002686777437331644,-9.836766494059285e-05
1245.0,0.99598,0.9582434529572118,-0.0027536543352880026,-9.7236620949907e-05
1250.0,0.992,0.9554179869494065,-0.0028377708705614206,-9.235252711182101e-05
1255.0,0.98805,0.9525099602885199,-0.0029096187137344497,-8.847237231293106e-05
1260.0,0.98413,0.949440951335593,-0.0029707056062329017,-8.001714555327645e-05
1265.0,0.98024,0.9462730384123583,-0.0030317894775880303,-7.111917022994361e-05
1270.0,0.97638,0.9431235653771648,-0.0031258131337450457,-6.950265678320403e-05
